date_time,rain_1h,snow_1h,temp,clouds_all,traffic_volume
2015-07-02 22:00:00,0.0,0.0,290.86,1,2525
2015-07-02 23:00:00,0.0,0.0,290.37,1,1657
2015-07-03 00:00:00,0.0,0.0,289.2,1,959
2015-07-03 01:00:00,0.0,0.0,288.04,1,615
2015-07-03 02:00:00,0.0,0.0,287.7,1,456
2015-07-03 03:00:00,0.0,0.0,287.43,1,359
2015-07-03 04:00:00,0.0,0.0,286.81,1,464
2015-07-03 05:00:00,0.0,0.0,286.05,1,961
2015-07-03 06:00:00,0.0,0.0,285.9,1,1939
2015-07-03 07:00:00,0.0,0.0,287.42,1,2368
2015-07-03 08:00:00,0.0,0.0,288.55,1,2523
2015-07-03 09:00:00,0.0,0.0,292.11,1,3227
2015-07-03 10:00:00,0.0,0.0,294.18,1,3721
2015-07-03 11:00:00,0.0,0.0,295.86,1,4034
2015-07-03 12:00:00,0.0,0.0,296.69,1,4273
2015-07-03 13:00:00,0.0,0.0,297.67,1,4380
2015-07-03 14:00:00,0.0,0.0,298.18,1,4265
2015-07-03 15:00:00,0.0,0.0,298.92,1,4339
2015-07-03 16:00:00,0.0,0.0,298.97,1,4289
2015-07-03 17:00:00,0.0,0.0,298.85,1,3526
2015-07-03 18:00:00,0.0,0.0,298.63,1,3762
2015-07-03 19:00:00,0.0,0.0,297.84,1,3263
2015-07-03 20:00:00,0.0,0.0,296.52,1,2756
2015-07-03 21:00:00,0.0,0.0,295.08,1,2740
2015-07-03 22:00:00,0.0,0.0,293.43,1,3094
2015-07-03 23:00:00,0.0,0.0,292.99,1,2053
2015-07-04 00:00:00,0.0,0.0,291.76,1,1512
2015-07-04 01:00:00,0.0,0.0,290.88,1,851
2015-07-04 01:00:00,0.0,0.0,290.88,1,851
2015-07-04 02:00:00,0.0,0.0,290.7,1,735
2015-07-04 02:00:00,0.0,0.0,290.7,1,735
2015-07-04 02:00:00,0.0,0.0,290.7,1,735
2015-07-04 03:00:00,0.0,0.0,290.49,1,341
2015-07-04 03:00:00,0.0,0.0,290.49,1,341
2015-07-04 03:00:00,0.0,0.0,290.49,1,341
2015-07-04 04:00:00,0.0,0.0,290.0,1,387
2015-07-04 04:00:00,0.0,0.0,290.0,1,387
2015-07-04 04:00:00,0.0,0.0,290.0,1,387
2015-07-04 05:00:00,0.0,0.0,289.73,1,736
2015-07-04 05:00:00,0.0,0.0,289.73,1,736
2015-07-04 05:00:00,0.0,0.0,289.73,1,736
2015-07-04 06:00:00,0.0,0.0,288.99,1,971
2015-07-04 06:00:00,0.0,0.0,288.99,1,971
2015-07-04 07:00:00,0.0,0.0,290.3,1,1403
2015-07-04 07:00:00,0.0,0.0,290.3,1,1403
2015-07-04 08:00:00,0.0,0.0,292.2,1,1613
2015-07-04 08:00:00,0.0,0.0,292.2,1,1613
2015-07-04 09:00:00,0.0,0.0,294.15,1,2322
2015-07-04 09:00:00,0.0,0.0,294.15,1,2322
2015-07-04 10:00:00,0.0,0.0,296.51,1,2772
2015-07-04 11:00:00,0.0,0.0,298.44,1,3011
2015-07-04 12:00:00,0.0,0.0,299.1,1,3156
2015-07-04 13:00:00,0.0,0.0,300.28,40,3267
2015-07-04 14:00:00,0.0,0.0,300.9,40,3198
2015-07-04 15:00:00,0.0,0.0,301.83,40,3080
2015-07-04 16:00:00,0.0,0.0,301.72,75,2795
2015-07-04 17:00:00,0.0,0.0,301.69,40,2809
2015-07-04 18:00:00,0.0,0.0,300.84,1,2792
2015-07-04 19:00:00,0.0,0.0,300.06,1,2621
2015-07-04 20:00:00,0.0,0.0,298.64,1,2598
2015-07-04 21:00:00,0.0,0.0,298.12,1,2471
2015-07-04 22:00:00,0.0,0.0,295.67,1,2466
2015-07-04 22:00:00,0.0,0.0,295.67,1,2466
2015-07-04 23:00:00,0.0,0.0,295.04,1,3493
2015-07-04 23:00:00,0.0,0.0,295.04,1,3493
2015-07-05 00:00:00,0.0,0.0,294.18,1,1710
2015-07-05 00:00:00,0.0,0.0,294.18,1,1710
2015-07-05 01:00:00,0.0,0.0,293.32,1,838
2015-07-05 02:00:00,0.0,0.0,293.03,1,656
2015-07-05 03:00:00,0.3,0.0,292.6,1,338
2015-07-05 03:00:00,0.3,0.0,292.6,1,338
2015-07-05 04:00:00,0.0,0.0,291.56,1,293
2015-07-05 05:00:00,0.0,0.0,291.31,1,451
2015-07-05 06:00:00,0.0,0.0,291.09,1,798
2015-07-05 07:00:00,0.0,0.0,292.02,1,1099
2015-07-05 08:00:00,0.0,0.0,293.82,40,1482
2015-07-05 09:00:00,0.0,0.0,295.27,40,2257
2015-07-05 10:00:00,0.0,0.0,296.67,1,2710
2015-07-05 11:00:00,0.0,0.0,297.48,1,3295
2015-07-05 12:00:00,0.0,0.0,298.31,1,3874
2015-07-05 13:00:00,0.0,0.0,300.42,1,4057
2015-07-05 14:00:00,0.0,0.0,301.53,1,4009
2015-07-05 15:00:00,0.0,0.0,302.48,1,3846
2015-07-05 16:00:00,0.0,0.0,302.9,1,3677
2015-07-05 17:00:00,0.0,0.0,302.68,75,3688
2015-07-05 18:00:00,0.0,0.0,302.01,90,3740
2015-07-05 19:00:00,0.0,0.0,301.42,1,3488
2015-07-05 20:00:00,0.0,0.0,300.55,1,3677
2015-07-05 21:00:00,0.0,0.0,300.07,1,2992
2015-07-05 22:00:00,0.0,0.0,298.85,1,2278
2015-07-05 23:00:00,0.0,0.0,298.56,40,1310
2015-07-06 00:00:00,0.0,0.0,298.38,75,729
2015-07-06 01:00:00,1.5,0.0,296.2,90,398
2015-07-06 01:00:00,1.5,0.0,296.2,90,398
2015-07-06 01:00:00,1.5,0.0,296.2,90,398
2015-07-06 02:00:00,7.97,0.0,295.18,90,319
2015-07-06 02:00:00,7.97,0.0,295.18,90,319
2015-07-06 02:00:00,7.97,0.0,295.18,90,319
2015-07-06 03:00:00,23.8,0.0,294.87,90,346
2015-07-06 03:00:00,23.8,0.0,294.87,90,346
2015-07-06 03:00:00,23.8,0.0,294.87,90,346
2015-07-06 04:00:00,11.78,0.0,294.23,90,760
2015-07-06 04:00:00,11.78,0.0,294.23,90,760
2015-07-06 04:00:00,11.78,0.0,294.23,90,760
2015-07-06 05:00:00,7.51,0.0,294.1,90,2499
2015-07-06 05:00:00,7.51,0.0,294.1,90,2499
2015-07-06 05:00:00,7.51,0.0,294.1,90,2499
2015-07-06 06:00:00,15.41,0.0,293.98,90,4487
2015-07-06 06:00:00,15.41,0.0,293.98,90,4487
2015-07-06 07:00:00,3.13,0.0,293.85,90,5199
2015-07-06 07:00:00,3.13,0.0,293.85,90,5199
2015-07-06 07:00:00,3.13,0.0,293.85,90,5199
2015-07-06 08:00:00,0.66,0.0,294.0,90,4911
2015-07-06 08:00:00,0.66,0.0,294.0,90,4911
2015-07-06 08:00:00,0.66,0.0,294.0,90,4911
2015-07-06 09:00:00,0.25,0.0,294.12,75,4173
2015-07-06 09:00:00,0.25,0.0,294.12,75,4173
2015-07-06 09:00:00,0.25,0.0,294.12,75,4173
2015-07-06 10:00:00,0.28,0.0,294.24,90,3821
2015-07-06 10:00:00,0.28,0.0,294.24,90,3821
2015-07-06 11:00:00,2.15,0.0,293.35,90,3998
2015-07-06 11:00:00,2.15,0.0,293.35,90,3998
2015-07-06 11:00:00,2.15,0.0,293.35,90,3998
2015-07-06 12:00:00,1.02,0.0,292.72,90,4385
2015-07-06 12:00:00,1.02,0.0,292.72,90,4385
2015-07-06 12:00:00,1.02,0.0,292.72,90,4385
2015-07-06 13:00:00,0.38,0.0,290.94,75,4307
2015-07-06 13:00:00,0.38,0.0,290.94,75,4307
2015-07-06 13:00:00,0.38,0.0,290.94,75,4307
2015-07-06 13:00:00,0.38,0.0,290.94,75,4307
2015-07-06 13:00:00,0.38,0.0,290.94,75,4307
2015-07-06 14:00:00,0.0,0.0,291.49,92,4888
2015-07-06 14:00:00,0.0,0.0,291.49,92,4888
2015-07-06 14:00:00,0.0,0.0,291.49,92,4888
2015-07-06 14:00:00,0.0,0.0,291.49,92,4888
2015-07-06 14:00:00,0.0,0.0,291.49,92,4888
2015-07-06 15:00:00,4.57,0.0,293.22,90,5205
2015-07-06 15:00:00,4.57,0.0,293.22,90,5205
2015-07-06 15:00:00,4.57,0.0,293.22,90,5205
2015-07-06 15:00:00,4.57,0.0,293.22,90,5205
2015-07-06 16:00:00,5.59,0.0,294.16,1,6006
2015-07-06 16:00:00,5.59,0.0,294.16,1,6006
2015-07-06 16:00:00,5.59,0.0,294.16,1,6006
2015-07-06 16:00:00,5.59,0.0,294.16,1,6006
2015-07-06 17:00:00,0.0,0.0,294.68,40,5861
2015-07-06 17:00:00,0.0,0.0,294.68,40,5861
2015-07-06 18:00:00,0.0,0.0,294.54,75,4264
2015-07-06 18:00:00,0.0,0.0,294.54,75,4264
2015-07-06 19:00:00,0.0,0.0,294.02,1,3040
2015-07-06 19:00:00,0.0,0.0,294.02,1,3040
2015-07-06 20:00:00,0.0,0.0,293.46,1,2561
2015-07-06 20:00:00,0.0,0.0,293.46,1,2561
2015-07-06 21:00:00,0.0,0.0,290.84,40,2552
2015-07-06 22:00:00,0.0,0.0,289.43,1,1842
2015-07-06 23:00:00,0.0,0.0,288.34,1,1112
2015-07-07 00:00:00,0.0,0.0,287.4,1,623
2015-07-07 01:00:00,0.0,0.0,286.53,1,392
2015-07-07 02:00:00,0.0,0.0,285.72,1,283
2015-07-07 03:00:00,0.6,0.0,285.0,1,331
2015-07-07 04:00:00,0.0,0.0,284.35,1,797
2015-07-07 05:00:00,0.0,0.0,283.9,1,2954
2015-07-07 06:00:00,0.0,0.0,283.83,1,5528
2015-07-07 07:00:00,0.0,0.0,285.28,1,5794
2015-07-07 08:00:00,0.0,0.0,285.84,1,5340
2015-07-07 09:00:00,0.0,0.0,288.55,1,4360
2015-07-07 10:00:00,0.0,0.0,289.99,1,4188
2015-07-07 11:00:00,0.0,0.0,290.75,40,4477
2015-07-07 12:00:00,0.0,0.0,291.58,1,4370
2015-07-07 13:00:00,0.0,0.0,292.38,1,4482
2015-07-07 14:00:00,0.0,0.0,293.35,75,4998
2015-07-07 15:00:00,0.0,0.0,293.72,40,5439
2015-07-07 16:00:00,0.0,0.0,294.11,40,6368
2015-07-07 17:00:00,0.0,0.0,294.47,40,6232
2015-07-07 18:00:00,0.0,0.0,294.35,1,4549
2015-07-07 19:00:00,0.0,0.0,293.91,1,3261
2015-07-07 20:00:00,0.0,0.0,293.0,1,3007
2015-07-07 21:00:00,0.0,0.0,290.23,1,2936
2015-07-07 22:00:00,0.0,0.0,287.89,1,2293
2015-07-07 23:00:00,0.0,0.0,286.86,1,1264
2015-07-08 00:00:00,0.0,0.0,286.47,1,659
2015-07-08 01:00:00,0.0,0.0,285.38,1,426
2015-07-08 02:00:00,0.0,0.0,285.32,1,286
2015-07-08 03:00:00,0.0,0.0,285.48,1,352
2015-07-08 04:00:00,0.0,0.0,285.02,1,874
2015-07-08 05:00:00,0.0,0.0,284.96,40,2956
2015-07-08 06:00:00,0.0,0.0,284.79,40,5709
2015-07-08 07:00:00,0.0,0.0,286.58,40,5919
2015-07-08 08:00:00,0.0,0.0,288.81,1,5431
2015-07-08 09:00:00,0.0,0.0,291.45,1,4707
2015-07-08 10:00:00,0.0,0.0,292.84,40,4610
2015-07-08 11:00:00,0.0,0.0,293.55,40,5003
2015-07-08 12:00:00,0.0,0.0,293.69,75,4828
2015-07-08 13:00:00,0.0,0.0,294.51,75,4887
2015-07-08 14:00:00,0.0,0.0,294.75,40,5160
2015-07-08 15:00:00,0.0,0.0,295.02,75,5658
2015-07-08 16:00:00,0.0,0.0,295.14,40,6234
2015-07-08 17:00:00,0.0,0.0,295.24,1,6163
2015-07-08 18:00:00,0.0,0.0,295.12,1,4523
2015-07-08 19:00:00,0.0,0.0,294.44,1,3336
2015-07-08 20:00:00,0.0,0.0,293.73,1,3090
2015-07-08 21:00:00,0.0,0.0,291.58,1,3133
2015-07-08 22:00:00,0.0,0.0,289.73,1,2405
2015-07-08 23:00:00,0.0,0.0,288.6,1,1271
2015-07-09 00:00:00,0.0,0.0,288.28,1,675
2015-07-09 01:00:00,0.0,0.0,287.78,1,404
2015-07-09 02:00:00,0.0,0.0,287.27,75,343
2015-07-09 03:00:00,0.3,0.0,287.17,1,346
2015-07-09 04:00:00,0.0,0.0,286.83,90,863
2015-07-09 05:00:00,0.0,0.0,287.04,90,2859
2015-07-09 06:00:00,0.0,0.0,287.09,75,5742
2015-07-09 07:00:00,0.0,0.0,288.58,1,6208
2015-07-09 08:00:00,0.0,0.0,291.15,1,5450
2015-07-09 09:00:00,0.0,0.0,291.96,1,4710
2015-07-09 10:00:00,0.0,0.0,295.02,1,4388
2015-07-09 11:00:00,0.0,0.0,296.15,1,4669
2015-07-09 12:00:00,0.0,0.0,297.61,1,4955
2015-07-09 13:00:00,0.0,0.0,298.12,1,5120
2015-07-09 14:00:00,0.0,0.0,298.73,1,5391
2015-07-09 15:00:00,0.0,0.0,299.07,40,5735
2015-07-09 16:00:00,0.0,0.0,299.67,40,6518
2015-07-09 17:00:00,0.0,0.0,299.98,40,6185
2015-07-09 18:00:00,0.0,0.0,299.3,1,4812
2015-07-09 19:00:00,0.0,0.0,298.48,1,3620
2015-07-09 20:00:00,0.0,0.0,297.32,75,3082
2015-07-09 21:00:00,0.0,0.0,295.32,40,3361
2015-07-09 22:00:00,0.0,0.0,293.76,1,2578
2015-07-09 23:00:00,0.0,0.0,293.0,1,1474
2015-07-10 00:00:00,0.0,0.0,292.73,1,826
2015-07-10 01:00:00,0.0,0.0,292.04,40,509
2015-07-10 02:00:00,0.0,0.0,291.74,75,379
2015-07-10 03:00:00,0.0,0.0,291.35,40,379
2015-07-10 04:00:00,0.0,0.0,290.93,1,866
2015-07-10 05:00:00,0.0,0.0,290.6,1,2830
2015-07-10 06:00:00,0.0,0.0,290.33,1,5388
2015-07-10 07:00:00,0.0,0.0,291.66,1,5906
2015-07-10 08:00:00,0.0,0.0,293.72,1,5146
2015-07-10 09:00:00,0.0,0.0,294.42,1,4598
2015-07-10 10:00:00,0.0,0.0,297.43,1,4486
2015-07-10 11:00:00,0.0,0.0,299.07,1,4818
2015-07-10 12:00:00,0.0,0.0,300.49,40,5386
2015-07-10 13:00:00,0.0,0.0,301.17,40,5161
2015-07-10 14:00:00,0.0,0.0,301.62,75,5435
2015-07-10 15:00:00,0.0,0.0,302.08,40,5560
2015-07-10 16:00:00,0.0,0.0,301.62,1,6030
2015-07-10 17:00:00,0.0,0.0,301.46,1,5549
2015-07-10 18:00:00,0.0,0.0,301.06,1,4609
2015-07-10 19:00:00,0.0,0.0,300.24,1,3472
2015-07-10 20:00:00,0.0,0.0,299.57,1,3048
2015-07-10 21:00:00,0.0,0.0,297.53,1,3204
2015-07-10 22:00:00,0.0,0.0,296.52,75,2415
2015-07-10 23:00:00,0.0,0.0,295.88,40,1818
2015-07-11 00:00:00,0.0,0.0,295.58,40,1280
2015-07-11 01:00:00,0.0,0.0,294.6,1,916
2015-07-11 02:00:00,0.0,0.0,294.12,1,617
2015-07-11 03:00:00,0.3,0.0,293.2,1,436
2015-07-11 04:00:00,0.0,0.0,292.56,1,451
2015-07-11 05:00:00,0.0,0.0,292.05,1,807
2015-07-11 06:00:00,0.0,0.0,291.64,1,1392
2015-07-11 07:00:00,0.0,0.0,293.15,1,1855
2015-07-11 08:00:00,0.0,0.0,294.27,1,2470
2015-07-11 09:00:00,0.0,0.0,295.74,90,3154
2015-07-11 10:00:00,0.0,0.0,297.28,90,3634
2015-07-11 11:00:00,0.0,0.0,297.66,90,3994
2015-07-11 12:00:00,0.0,0.0,298.62,90,4343
2015-07-11 13:00:00,0.0,0.0,299.1,75,4483
2015-07-11 14:00:00,0.0,0.0,299.28,90,4826
2015-07-11 15:00:00,0.0,0.0,299.28,90,4204
2015-07-11 16:00:00,0.0,0.0,299.38,90,4267
2015-07-11 17:00:00,0.0,0.0,298.98,90,4012
2015-07-11 18:00:00,0.0,0.0,298.78,90,3971
2015-07-11 19:00:00,0.0,0.0,298.65,40,3438
2015-07-11 19:00:00,0.0,0.0,298.65,40,3438
2015-07-11 20:00:00,0.0,0.0,297.97,75,2910
2015-07-11 20:00:00,0.0,0.0,297.97,75,2910
2015-07-11 21:00:00,0.0,0.0,296.76,40,2827
2015-07-11 22:00:00,0.0,0.0,296.12,40,2764
2015-07-11 23:00:00,0.0,0.0,295.98,1,2122
2015-07-12 00:00:00,0.0,0.0,295.47,75,1426
2015-07-12 01:00:00,0.0,0.0,294.95,40,947
2015-07-12 02:00:00,0.0,0.0,294.71,1,763
2015-07-12 03:00:00,0.0,0.0,294.67,1,359
2015-07-12 04:00:00,0.0,0.0,294.16,1,363
2015-07-12 05:00:00,0.0,0.0,293.99,1,471
2015-07-12 06:00:00,0.0,0.0,293.72,1,817
2015-07-12 07:00:00,0.0,0.0,294.51,40,1377
2015-07-12 08:00:00,0.0,0.0,295.39,90,2114
2015-07-12 09:00:00,0.0,0.0,296.08,90,2719
2015-07-12 10:00:00,0.0,0.0,298.18,90,3284
2015-07-12 12:00:00,0.0,0.0,300.27,90,4366
2015-07-12 13:00:00,0.0,0.0,300.38,90,4037
2015-07-12 14:00:00,0.0,0.0,301.2,40,4158
2015-07-12 15:00:00,0.0,0.0,302.86,40,4304
2015-07-12 16:00:00,0.0,0.0,303.38,75,4056
2015-07-12 17:00:00,0.0,0.0,303.63,40,3823
2015-07-12 18:00:00,0.0,0.0,303.56,90,3596
2015-07-12 19:00:00,0.0,0.0,302.72,40,3172
2015-07-12 20:00:00,0.0,0.0,302.36,1,2866
2015-07-12 21:00:00,0.0,0.0,300.95,90,2379
2015-07-12 22:00:00,0.0,0.0,300.72,75,1784
2015-07-12 23:00:00,9.91,0.0,294.08,90,963
2015-07-12 23:00:00,9.91,0.0,294.08,90,963
2015-07-12 23:00:00,9.91,0.0,294.08,90,963
2015-07-13 00:00:00,27.57,0.0,292.02,90,492
2015-07-13 00:00:00,27.57,0.0,292.02,90,492
2015-07-13 00:00:00,27.57,0.0,292.02,90,492
2015-07-13 01:00:00,7.29,0.0,292.22,75,374
2015-07-13 01:00:00,7.29,0.0,292.22,75,374
2015-07-13 01:00:00,7.29,0.0,292.22,75,374
2015-07-13 02:00:00,0.51,0.0,292.12,1,295
2015-07-13 02:00:00,0.51,0.0,292.12,1,295
2015-07-13 03:00:00,0.3,0.0,291.75,1,346
2015-07-13 04:00:00,0.0,0.0,291.51,1,849
2015-07-13 05:00:00,0.0,0.0,291.52,1,2822
2015-07-13 06:00:00,0.0,0.0,291.46,40,5456
2015-07-13 07:00:00,0.0,0.0,292.59,1,6049
2015-07-13 08:00:00,0.0,0.0,293.17,40,5369
2015-07-13 09:00:00,0.0,0.0,294.57,75,4415
2015-07-13 10:00:00,0.0,0.0,296.05,40,4083
2015-07-13 11:00:00,0.0,0.0,297.61,90,4317
2015-07-13 12:00:00,0.0,0.0,299.03,40,4546
2015-07-13 13:00:00,0.0,0.0,300.31,40,4725
2015-07-13 14:00:00,0.0,0.0,301.63,40,5008
2015-07-13 15:00:00,0.0,0.0,302.24,40,5539
2015-07-13 16:00:00,0.0,0.0,302.37,1,6073
2015-07-13 17:00:00,0.0,0.0,301.8,1,5892
2015-07-13 18:00:00,0.0,0.0,301.56,1,4323
2015-07-13 19:00:00,0.0,0.0,301.32,1,3058
2015-07-13 20:00:00,0.0,0.0,299.59,90,2751
2015-07-13 21:00:00,0.0,0.0,297.48,1,2424
2015-07-13 22:00:00,0.0,0.0,295.87,1,1963
2015-07-13 23:00:00,0.0,0.0,295.3,1,1228
2015-07-14 00:00:00,0.0,0.0,294.31,1,670
2015-07-14 01:00:00,0.0,0.0,293.21,1,481
2015-07-14 02:00:00,0.0,0.0,292.66,1,325
2015-07-14 03:00:00,0.0,0.0,292.71,1,348
2015-07-14 04:00:00,0.0,0.0,292.41,1,893
2015-07-14 05:00:00,0.0,0.0,292.45,1,2936
2015-07-14 06:00:00,0.0,0.0,292.49,1,5637
2015-07-14 07:00:00,0.0,0.0,293.47,1,5646
2015-07-14 08:00:00,0.0,0.0,295.33,1,5324
2015-07-14 09:00:00,0.0,0.0,295.69,1,4498
2015-07-14 10:00:00,0.0,0.0,297.98,1,3866
2015-07-14 11:00:00,0.0,0.0,299.39,1,4163
2015-07-14 12:00:00,0.0,0.0,299.58,40,4493
2015-07-14 13:00:00,0.0,0.0,300.18,40,4757
2015-07-14 14:00:00,0.0,0.0,300.59,40,4654
2015-07-14 15:00:00,0.0,0.0,301.06,40,5372
2015-07-14 16:00:00,0.0,0.0,301.07,40,6444
2015-07-14 17:00:00,0.0,0.0,300.89,40,6317
2015-07-14 18:00:00,0.0,0.0,299.83,1,4468
2015-07-14 19:00:00,0.0,0.0,299.15,1,3267
2015-07-14 20:00:00,0.0,0.0,297.53,1,3353
2015-07-14 21:00:00,0.0,0.0,295.21,1,2772
2015-07-14 22:00:00,0.0,0.0,294.2,1,1951
2015-07-14 23:00:00,0.0,0.0,293.4,1,1285
2015-07-15 00:00:00,0.0,0.0,291.97,1,692
2015-07-15 01:00:00,0.0,0.0,291.18,1,474
2015-07-15 02:00:00,0.0,0.0,291.3,1,356
2015-07-15 03:00:00,0.0,0.0,290.23,40,380
2015-07-15 04:00:00,0.0,0.0,289.76,90,946
2015-07-15 05:00:00,0.0,0.0,289.79,75,2979
2015-07-15 05:00:00,0.0,0.0,289.79,75,2979
2015-07-15 06:00:00,0.0,0.0,289.16,90,5779
2015-07-15 07:00:00,0.0,0.0,289.81,40,5355
2015-07-15 08:00:00,0.0,0.0,291.14,1,5467
2015-07-15 09:00:00,0.0,0.0,291.01,40,4457
2015-07-15 10:00:00,0.0,0.0,294.84,1,4061
2015-07-15 11:00:00,0.0,0.0,296.5,40,4373
2015-07-15 12:00:00,0.0,0.0,297.82,1,4618
2015-07-15 13:00:00,0.0,0.0,299.73,1,4675
2015-07-15 14:00:00,0.0,0.0,300.03,40,4919
2015-07-15 15:00:00,3.05,0.0,300.01,40,5268
2015-07-15 16:00:00,0.79,0.0,299.81,40,6429
2015-07-15 17:00:00,0.25,0.0,299.4,40,6128
2015-07-15 18:00:00,0.0,0.0,299.73,40,4670
2015-07-15 19:00:00,0.0,0.0,299.35,1,3412
2015-07-15 20:00:00,0.0,0.0,297.77,40,3232
2015-07-15 21:00:00,0.0,0.0,296.74,20,2873
2015-07-15 22:00:00,0.0,0.0,296.01,1,2056
2015-07-15 23:00:00,0.0,0.0,295.37,1,1243
2015-07-16 00:00:00,0.0,0.0,295.09,1,721
2015-07-16 01:00:00,0.0,0.0,294.32,1,467
2015-07-16 02:00:00,0.0,0.0,294.05,1,351
2015-07-16 03:00:00,0.3,0.0,293.45,75,414
2015-07-16 04:00:00,0.0,0.0,293.41,90,900
2015-07-16 05:00:00,0.0,0.0,293.69,90,2903
2015-07-16 06:00:00,0.0,0.0,293.25,20,5653
2015-07-16 07:00:00,0.0,0.0,293.47,90,6133
2015-07-16 08:00:00,0.0,0.0,293.71,90,5417
2015-07-16 09:00:00,0.0,0.0,294.45,75,4664
2015-07-16 10:00:00,0.0,0.0,294.79,90,4338
2015-07-16 11:00:00,0.0,0.0,294.94,75,4663
2015-07-16 12:00:00,0.25,0.0,294.63,90,5067
2015-07-16 12:00:00,0.25,0.0,294.63,90,5067
2015-07-16 12:00:00,0.25,0.0,294.63,90,5067
2015-07-16 13:00:00,0.51,0.0,294.03,90,5129
2015-07-16 13:00:00,0.51,0.0,294.03,90,5129
2015-07-16 13:00:00,0.51,0.0,294.03,90,5129
2015-07-16 14:00:00,0.27,0.0,293.12,90,5306
2015-07-16 14:00:00,0.27,0.0,293.12,90,5306
2015-07-16 14:00:00,0.27,0.0,293.12,90,5306
2015-07-16 15:00:00,1.15,0.0,292.78,90,5511
2015-07-16 15:00:00,1.15,0.0,292.78,90,5511
2015-07-16 15:00:00,1.15,0.0,292.78,90,5511
2015-07-16 16:00:00,1.09,0.0,292.54,90,5907
2015-07-16 16:00:00,1.09,0.0,292.54,90,5907
2015-07-16 16:00:00,1.09,0.0,292.54,90,5907
2015-07-16 17:00:00,0.78,0.0,292.68,90,6092
2015-07-16 17:00:00,0.78,0.0,292.68,90,6092
2015-07-16 17:00:00,0.78,0.0,292.68,90,6092
2015-07-16 18:00:00,0.53,0.0,292.61,90,4746
2015-07-16 18:00:00,0.53,0.0,292.61,90,4746
2015-07-16 18:00:00,0.53,0.0,292.61,90,4746
2015-07-16 19:00:00,0.0,0.0,292.68,90,3338
2015-07-16 19:00:00,0.0,0.0,292.68,90,3338
2015-07-16 19:00:00,0.0,0.0,292.68,90,3338
2015-07-16 20:00:00,0.0,0.0,292.86,90,2903
2015-07-16 20:00:00,0.0,0.0,292.86,90,2903
2015-07-16 20:00:00,0.0,0.0,292.86,90,2903
2015-07-16 21:00:00,0.0,0.0,292.52,90,2724
2015-07-16 21:00:00,0.0,0.0,292.52,90,2724
2015-07-16 22:00:00,0.0,0.0,292.42,90,2187
2015-07-16 22:00:00,0.0,0.0,292.42,90,2187
